300000,0.0740000009536743164062500000000000000000
310000,0.0700000002980232238769531250000000000000
320000,0.0700000002980232238769531250000000000000
330000,0.0719999969005584716796875000000000000000
340000,0.0740000009536743164062500000000000000000
350000,0.0759999975562095642089843750000000000000
360000,0.0799999982118606567382812500000000000000
370000,0.0820000022649765014648437500000000000000
380000,0.0839999988675117492675781250000000000000
390000,0.0900000035762786865234375000000000000000
400000,0.0920000001788139343261718750000000000000
