4000,0.0199999995529651641845703125000000000000
5000,0.0199999995529651641845703125000000000000
6000,0.0399999991059303283691406250000000000000
7000,0.0599999986588954925537109375000000000000
8000,0.0599999986588954925537109375000000000000
9000,0.0799999982118606567382812500000000000000
10000,0.1000000014901161193847656250000000000000
11000,0.1599999964237213134765625000000000000000
12000,0.1599999964237213134765625000000000000000
13000,0.1800000071525573730468750000000000000000
14000,0.2000000029802322387695312500000000000000
